x1,x2,y
1.4913896261242878,-0.638901996684651,0
4.314271994506867,2.6737345400595443,1
-0.44398195964606546,-0.43435127561851733,0
5.4172990464768525,4.807236534578567,1
-1.0856306033005612,0.9973454465835858,0
0.3385890509998015,-0.01183049447881976,0
3.5966339618978926,3.8739704146869847,1
-0.2556193705305969,-2.7985891054607244,0
-0.390899793755101,0.5738058624050577,0
5.495644137033469,5.069392669705737,1
0.28297849805199204,-1.506294713918092,0
3.162483277174947,2.3940372392825973,1
5.66095248814794,4.8073081862107285,1
5.162204049099529,2.9027969535169658,1
-1.2538806677490124,-0.6377515024534103,0
2.2059300827254558,2.1867860889737867,0
-0.8053665180656158,-1.7276694941206072,0
6.0871133595881854,4.164441230229825,1
-0.8795363430090519,0.283627323807291,0
1.265936258705534,-0.8667404022651017,0
-1.771533104509847,-0.6998772345979173,0
3.2272912857528087,4.794862667793218,1
2.705914676838751,2.9612117897950467,1
3.68524185328254,2.9140975988731332,1
-0.1400687201886661,-0.8617548958596855,0
5.150205542546632,2.7326479509897723,1
0.9071051958003012,-1.428680700225969,0
2.801698855299213,4.199524073558632,1
0.7373685758962422,1.490732028150799,0
3.267538013279543,2.7874768689048306,1
4.181035129597004,5.1778619388085785,1
4.890706391293171,5.754886181981109,1
5.7437122251229304,3.2019372647589375,1
-0.9358338684023914,1.1758290447821034,0
2.9154320879942333,2.6365284553814154,1
3.664989238066984,5.031114458921742,1
1.004053897878877,0.386186399174856,0
4.0296832303033305,5.069315969424348,1
5.255237374724219,3.3111310161530785,1
4.4684391194456445,3.168845015756721,1
0.0028459158968110196,0.688222711102285,0
-0.5786002519685364,1.651436537097151,0
1.8768996499575583,5.0397270908927005,1
4.379400612078136,3.6208235654274477,1
-0.6788861516220543,-0.09470896893689112,0
2.392365265937726,0.4129121603087788,0
0.9787360059373466,2.2381433384979528,0
0.9274624317585825,-0.1736356827902158,0
-2.426679243393074,-0.42891262885617726,0
4.045490080631097,3.7669079390155864,1
